"source","Item (EN)","Category/Department (EN)","Description (EN)","Variant Name"
"drwells-pharmacies","Duphaston 10 mg 60 Tablets","Medicine","",""
"drwells-pharmacies","Avivavasc 5 / 160 mg 28 Tablets","Medicine","",""
"drwells-pharmacies","Dolcyl 2 mg 30 Tablets","Medicine","",""
"drwells-pharmacies","Crestor 20 mg 28 Tablets","Medicine","",""
"drwells-pharmacies","Erec 100 mg 12 Tablets","Men'S Care","",""
"drwells-pharmacies","Examide 5 mg 30 Tablets","Medicine","",""
"drwells-pharmacies","Anoxicam 20 mg 20 Tablets","Medicine","",""
"drwells-pharmacies","Dimra 20 Tablets","Medicine","",""
"drwells-pharmacies","Ciprofloxacin Vial","Medicine","",""
"drwells-pharmacies","Cardura 4 mg 14 Tablets","Medicine","",""
"drwells-pharmacies","Aripiprazole 5 mg 30 Tablets","Medicine","",""
"Dukaan Al Qiraa-Entertainment"," Al - Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2019.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-855-6841.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-855-6889.","","",""
"Dukaan Al Qiraa-Entertainment","Adolescence and its Years","Family Development","Author: Mustafa Al-Najjar.",""
"Dukaan Al Qiraa-Entertainment","At The Gate of Zuwayla","Novel","Author: Muhammad Saeed Al-Erian.",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2024.","","",""
"Dukaan Al Qiraa-Entertainment","Amnesia","Novel","Author: Nada Suleiman.",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2019.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-8903.","","",""
"Dukaan Al Qiraa-Entertainment","The Journey of Human Sexuality","Amily Development","Author: Osama Yahya.",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية اسرية","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية اسرية","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2018.","","",""
"Dukaan Al Qiraa-Entertainment","The Great Secret","Novel","Author: Ahmed Al-Saeed Murad.",""
"Dukaan Al Qiraa-Entertainment","On the Edge of Sleep","Novel","Author: Mahbouba Muhammad Salama.",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2019.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-9921-815-351.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-855-6834.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2016.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية أسرية","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية أسرية","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-4554.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية اسرية","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-6909.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2024.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2021.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2020.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2016.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2020.","","",""
"Dukaan Al Qiraa-Entertainment","The Bank of Emotions","Family Development","Author: Nabil Al-Saqqa.",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-7920.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2020.","","",""
"Dukaan Al Qiraa-Entertainment","The Book of Fates","Novel","Author: Ahmed Al-Saeed Murad.",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-6688.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2021.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية أسرية","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-7708.","","",""
"Dukaan Al Qiraa-Entertainment","Psychological Skills for Dealing with Life's Difficulties","Family Development","Author: Rasmia Ali Fahmy.",""
"Dukaan Al Qiraa-Entertainment","The Most Amazing Life Partner","Family Development","Author: Dr. Osama Yahya.Release year: 2020.",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2021.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2018.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2021.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture","رواية","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2020.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-8286.","","",""
"Dukaan Al Qiraa-Entertainment","Zein's Brain","Novel","Author: Salma Hasaballah.",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2019.","","",""
"Dukaan Al Qiraa-Entertainment","Anais","Novel","Author: Kawthar Mustafa.",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-8477.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2023.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-7302.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2020.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2021.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2021.","","",""
"Dukaan Al Qiraa-Entertainment","Illustrated Therapeutic Nutrition for Children","Family Development","Author: Jawda Muhammad Awad.",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-855-6827.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-856-1203.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-855-7916.","","",""
"Dukaan Al Qiraa-Entertainment","Al-Afandi","Novel","Author: Muhammad Fayd Khaled.",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-8019.","","",""
"Dukaan Al Qiraa-Entertainment","Waiting for the Train","Novel","Author: Amr Fadlallah.",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية أسرية","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","تنمية أسرية","",""
"Dukaan Al Qiraa-Entertainment"," Al - Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2021.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-9921-815-504.","","",""
"Dukaan Al Qiraa-Entertainment","Under Fire","Novel","Author: Muhammad Al-Bediwei.",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2018.","","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-8095.","","",""
"Dukaan Al Qiraa-Entertainment"," Release year: 2024.","","",""
"Dukaan Al Qiraa-Entertainment"," Al-Bashir House of Culture.","رواية","",""
"Dukaan Al Qiraa-Entertainment"," ISBN: 978-977-278-6350.","","",""
"Hy by Haya-fashion"," Care instructions: Gentle wash.""","L","",""
"Hy by Haya-fashion","Jora Jacket","Tops","Presenting our multi - colored reflective sequined jacket, adorned with ribbed cuffs and collar for a stylish touch. This chic and comfortable jacket features two convenient pockets and is the perfect choice for nighttime music festivals, brilliantly reflecting lights for a dazzling effect.
 *This item can be customized in various colors and sizes to suit your personal preferences.
 Materials: Sequins.
 Care instructions: Dry Clean / gentle wash.","L"
"Hy by Haya-fashion"," Care instructions: Gentle wash.""","M","",""
"Hy by Haya-fashion"," Care instructions: Gentle wash.""","L","",""
"Hy by Haya-fashion","Flared Sequined Cut-Out Pants","Bottoms","Step into the spotlight with our stunning flared sequins cut-out pants. Designed for those who love to make a statement, these pants combine the glamour of sequins with a bold, fashion-forward silhouette.
 Materials: Sequins
 Care Instructions: Dry Clean / Gentle Wash
 Color: Silverish Gold","M-38"
"Hy by Haya-fashion","Glimmering Serpent Asymmetrical Crop-Top","Top","Product Details:
 Elevate your wardrobe with this asymmetrical crop top, made from textured metallic faux snake skin fabric.
 This striking piece features an uneven hemline that adds a unique and fashionable twist to your ensemble.
 The shiny, reptilian texture captures light beautifully, ensuring you stand out effortlessly.
 Perfect for a night out, this crop top blends style and sophistication seamlessly.
 This item can be customized in various colors and sizes to suit your personal preferences.
 Materials: Metallic faux snake skin.
 Care Instructions: Dry Clean / gentle wash.
 Color: Emerald green.","Medium-38"
"Hy by Haya-fashion"," Care instructions: Gentle wash.""","M","",""
"Hy by Haya-fashion","Glitter Glam Slit Pants","Bottoms","Shimmer and sway in our glittery lycra flared pants, designed to catch every eye. Crafted from high-quality lycra fabric, these pants offer a sleek, form-fitting silhouette that accentuates your curves. The glittery finish adds a touch of sparkle, making them perfect for evening outings or dance floors. Featuring two chic side slits for added movement and style, these pants blend comfort with glamour effortlessly. Elevate your wardrobe with a pair that promises both flair and versatility.
 *This item can be customized in various colors and sizes to suit your personal preferences.
 Materials: Glitter lycra.
 Care instructions: Dry clean / gentle wash.
 Color: Dark grey.","Small 36"
"Hy by Haya-fashion","Glimmering Serpent Wide-Leg Pants","Bottoms","These stylish wide - leg pants are crafted from textured metallic faux snake skin fabric and feature two practical pockets for added convenience.",""
"Hy by Haya-fashion"," Materials: Sequins.","","",""
"Hy by Haya-fashion"," Care instructions: Gentle wash.""","M","",""
"Hy by Haya-fashion","Glimmering Serpent Wide-Leg Pants","Bottoms","These stylish wide - leg pants are crafted from textured metallic faux snake skin fabric and feature two practical pockets for added convenience.",""
"Hy by Haya-fashion","Triangle Backless Top","Tops","Dazzle in our glittery lycra triangle backless top, designed to illuminate any occasion. Crafted from premium lycra fabric, this top offers a sleek and comfortable fit that contours to your curves. The glittery finish adds a touch of allure, making it ideal for evening events or festive gatherings. With its daring backless design and adjustable ties for a customized fit, this top effortlessly combines sophistication with a hint of playfulness. Elevate your wardrobe with a piece that exudes glamour and versatility.
 *This item can be customized in various colors and sizes to suit your personal preferences.
 Materials: Glitter lycra.
 Care instructions: Dry clean / gentle wash.","/Dark Gray"
"Hy by Haya-fashion"," Care instructions: Dry clean / gentle wash.""","M","",""
"Hy by Haya-fashion"," Size: Small (waist 36 / bust 45 / length 70).","","",""
"Hy by Haya-fashion","Aloha Jacket","Tops","Introducing our satin rose gold bomber jacket, featuring two pockets, elastic cuffs and waist, and adorned with stylish large buttons. The lining showcases a printed owl design, adding a touch of whimsy to this elegant piece.
 *This item can be customized in various colors and sizes to suit your personal preferences.
 Materials: Satin
 Size: One size (Sleeve Length 75 / Length 55 / Waist 60 / Bust 65).
 Care instructions: Dry clean / gentle wash.","One Size"
"Hy by Haya-fashion","Alova Top","Tops","Presenting our elegant off-shoulder cut-out top in a glittery gold hue, designed with long sleeves. This sophisticated piece is perfect for adding a touch of sparkle to your night out, ensuring you shine with timeless glamour.
 *This item can be customized in various colors and sizes to suit your personal preferences.
 Materials: Glittery lycra jersey.
 Size: Waist 34 / bust 40 / sleeve length 55.
 Care instructions: Dry clean / gentle wash.","M"
"Hy by Haya-fashion"," Care instructions: Dry clean / gentle wash""","L","",""
"Hy by Haya-fashion"," *This item can be customized in various colors and sizes to suit your personal preferences.","","",""
"Hy by Haya-fashion"," Care instructions: Dry clean / gentle wash.","S","",""
